superficie,chambres,salles_de_bain,etages,proximite_route_principale,chambre_amis,sous_sol,chauffage_eau_chaude,climatisation,places_parking,zone_preferee,statut_meublement
6541.0,4,3,2,1,1,1,0,1,2,1,2
3069.0,2,1,1,1,0,0,0,0,1,0,0
6450.0,4,1,2,1,0,0,0,0,0,0,1
4200.0,3,1,2,1,0,0,0,0,1,0,2
3360.0,2,1,1,1,0,0,0,0,1,0,0
4510.0,4,1,2,1,0,0,0,1,2,0,1
2787.0,4,2,2,1,0,0,0,0,0,0,2
4240.0,3,1,2,1,0,0,0,1,0,0,1
9500.0,3,1,2,1,0,0,0,0,3,0,0
4500.0,3,1,4,1,0,0,0,1,0,0,0
3930.0,2,1,1,0,0,0,0,0,0,0,0
4995.0,4,2,1,1,0,1,0,0,0,0,1
7000.0,3,3,4,1,0,0,0,1,2,0,2
4100.0,3,2,3,1,0,0,0,1,2,0,1
3900.0,3,1,2,1,0,0,0,0,0,0,0
4100.0,2,2,1,1,1,1,0,0,0,0,1
4881.0,4,3,2,1,0,0,0,1,1,1,2
6360.0,2,1,1,1,0,0,0,0,0,0,2
9620.0,3,1,1,1,0,1,0,0,2,1,2
6421.0,3,3,2,1,0,0,0,1,1,1,1
6000.0,3,1,2,1,0,0,0,1,1,0,0
2787.0,3,1,1,1,0,1,0,0,0,1,2
3640.0,3,2,2,1,0,1,0,0,0,0,0
6000.0,3,3,4,1,1,1,0,1,0,1,1
3000.0,2,1,2,1,0,0,0,1,0,0,2
4520.0,3,1,2,1,0,1,0,1,0,0,1
5850.0,3,1,2,1,0,1,0,0,1,0,0
3630.0,2,1,1,1,0,0,0,1,0,0,0
3501.0,4,2,2,1,0,0,1,0,2,0,2
3510.0,3,1,3,1,0,0,0,0,0,0,1
4050.0,2,1,2,1,0,0,0,0,0,0,2
3500.0,2,1,1,1,1,0,0,0,0,0,0
7155.0,3,2,1,1,1,1,0,1,2,0,0
4000.0,3,2,2,1,0,1,0,1,0,1,1
8051.0,3,1,1,1,1,1,0,1,1,0,2
7200.0,3,2,1,1,0,1,0,1,3,0,1
5300.0,3,1,1,0,0,0,0,1,0,1,0
3000.0,2,1,2,1,0,0,0,1,0,0,2
5076.0,3,1,1,0,0,0,0,0,0,0,0
6900.0,3,1,1,1,1,1,0,0,0,1,1
3990.0,3,1,2,1,0,0,0,0,0,0,1
5750.0,3,3,4,1,1,0,0,1,1,1,0
4040.0,2,1,1,1,0,0,0,0,0,0,1
5400.0,4,1,2,1,0,0,0,0,0,0,0
4510.0,4,2,2,1,0,1,0,0,0,0,1
4000.0,3,1,2,1,0,0,0,0,2,0,2
6350.0,3,2,3,1,1,0,0,0,0,0,2
8051.0,3,2,1,1,1,1,0,1,1,0,2
8100.0,2,1,1,1,0,0,0,0,1,0,0
6540.0,3,1,1,1,1,1,0,0,2,1,2
7701.0,3,2,1,1,0,0,0,0,2,0,0
3000.0,4,1,2,1,0,0,0,0,0,0,0
4120.0,2,1,2,1,0,0,0,0,0,0,0
5961.0,3,4,2,1,1,1,0,0,1,0,2
6660.0,4,2,2,1,1,1,0,0,1,1,1
6600.0,2,2,4,1,0,1,0,0,0,1,2
6300.0,3,1,1,1,0,0,0,1,2,0,1
3300.0,3,3,2,1,0,1,0,0,0,0,1
4640.0,4,1,2,1,0,0,0,0,1,0,1
7260.0,3,2,1,1,1,1,0,0,3,0,2
3180.0,4,2,2,1,0,0,0,0,0,0,2
8501.0,3,3,4,1,0,0,0,1,2,0,2
6000.0,4,1,2,1,0,1,0,0,2,0,1
7950.0,5,2,2,1,0,1,1,0,2,0,0
3800.0,3,1,2,1,1,1,0,0,1,1,0
4320.0,3,1,1,0,0,0,0,0,1,0,0
5720.0,2,1,2,1,0,0,0,1,0,1,0
6360.0,3,1,1,1,1,1,0,1,2,1,2
6321.0,3,1,2,1,0,1,0,1,1,0,2
7001.0,3,2,4,1,0,0,0,1,2,0,1
9000.0,4,2,4,1,0,0,0,1,2,0,2
3986.0,2,2,1,0,1,1,0,0,1,0,0
3150.0,3,1,2,0,0,0,0,0,0,0,1
6400.0,3,1,1,1,0,1,0,1,1,1,1
5495.0,3,1,1,1,0,1,0,0,0,0,0
4500.0,2,1,2,1,0,0,1,0,1,0,1
